Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds▼,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
92,Josh Reynolds,DET,27,WR,14,11,59,38,64.4%,479,12.6,3,25,61.0,31,8.1,2.7,34.2,0,ReynJo00
93,Robert Tonyan,GNB,28,TE,17,3,67,53,79.1%,470,8.9,2,20,53.7,24,7.0,3.1,27.6,0,TonyRo00
94,Greg Dortch,ARI,24,WR,16,4,64,52,81.3%,467,9.0,2,19,46.9,47,7.3,3.3,29.2,1,DortGr01
95,Demarcus Robinson,BAL,28,WR,17,5,75,48,64.0%,458,9.5,2,23,46.7,31,6.1,2.8,26.9,2,RobiDe01
96,Chase Claypool,2TM,24,WR,15,11,79,46,58.2%,451,9.8,1,24,46.8,31,5.7,3.1,30.1,1,ClayCh01
97,Chigoziem Okonkwo,TEN,23,TE,17,8,46,32,69.6%,450,14.1,3,22,50.0,48,9.8,1.9,26.5,0,OkonCh00
98,Elijah Moore,NYJ,22,WR,16,9,65,37,56.9%,446,12.1,1,22,44.6,42,6.9,2.3,27.9,1,MoorEl00
99,Austin Hooper,TEN,28,TE,17,2,60,41,68.3%,444,10.8,2,28,60.0,24,7.4,2.4,26.1,0,HoopAu00
100,Treylon Burks,TEN,22,WR,11,6,54,33,61.1%,444,13.5,1,19,50.0,51,8.2,3.0,40.4,0,BurkTr00
101,Joe Mixon,CIN,26,RB,14,14,75,60,80.0%,441,7.4,2,17,50.7,35,5.9,4.3,31.5,0,MixoJo00
102,Kendrick Bourne,NWE,27,WR,16,2,48,35,72.9%,434,12.4,1,22,54.2,41,9.0,2.2,27.1,2,BourKe00
103,Russell Gage,TAM,26,WR,13,4,70,51,72.9%,426,8.4,5,31,62.9,23,6.1,3.9,32.8,1,GageRu00
104,Romeo Doubs,GNB,22,WR,13,7,67,42,62.7%,425,10.1,3,20,46.3,26,6.3,3.2,32.7,2,DoubRo00
105,Michael Gallup,DAL,26,WR,14,11,74,39,52.7%,424,10.9,4,25,44.6,27,5.7,2.8,30.3,0,GallMi00
106,Isaiah McKenzie,BUF,27,WR,15,8,65,42,64.6%,423,10.1,4,27,58.5,30,6.5,2.8,28.2,0,McKeIs00
107,Rhamondre Stevenson,NWE,24,RB,17,7,88,69,78.4%,421,6.1,1,13,39.8,40,4.8,4.1,24.8,4,StevRh00
108,Foster Moreau,LVR,25,TE,15,14,54,33,61.1%,420,12.7,2,24,51.9,33,7.8,2.2,28.0,1,MoreFo00
109,Randall Cobb,GNB,32,WR,13,3,50,34,68.0%,417,12.3,1,19,56.0,40,8.3,2.6,32.1,1,CobbRa00
110,Trent Sherfield,MIA,26,WR,17,4,51,30,58.8%,417,13.9,2,18,45.1,75,8.2,1.8,24.5,0,SherTr00
111,Jauan Jennings,SFO,25,WR,16,4,56,35,62.5%,416,11.9,1,23,55.4,44,7.4,2.2,26.0,1,JennJa00
112,Hayden Hurst,CIN,29,TE,13,13,68,52,76.5%,414,8.0,2,26,61.8,29,6.1,4.0,31.8,0,HursHa00
113,Rondale Moore,ARI,22,WR,8,8,56,41,73.2%,414,10.1,1,16,46.4,38,7.4,5.1,51.8,0,MoorRo02
114,Greg Dulcich,DEN,22,TE,10,6,55,33,60.0%,411,12.5,2,18,50.9,39,7.5,3.3,41.1,0,DulcGr00
115,Devin Duvernay*,BAL,25,WR,14,13,49,37,75.5%,407,11.0,3,19,59.2,31,8.3,2.6,29.1,1,DuveDe00
116,Zach Ertz,ARI,32,TE,10,10,69,47,68.1%,406,8.6,4,24,55.1,32,5.9,4.7,40.6,0,ErtzZa00
117,Josh Jacobs*+,LVR,24,RB,17,17,64,53,82.8%,400,7.5,0,16,50.0,43,6.3,3.1,23.5,3,JacoJo01
118,Derrick Henry*,TEN,28,RB,16,16,41,33,80.5%,398,12.1,0,11,61.0,69,9.7,2.1,24.9,6,HenrDe00
119,Nick Westbrook-Ikhine,TEN,25,WR,17,13,50,25,50.0%,397,15.9,3,18,40.0,63,7.9,1.5,23.4,0,WestNi00
120,Aaron Jones,GNB,28,RB,17,17,72,59,81.9%,395,6.7,5,19,44.4,30,5.5,3.5,23.2,5,JoneAa00
121,Isaiah Hodgins,2TM,24,WR,10,5,48,37,77.1%,392,10.6,4,24,62.5,29,8.2,3.7,39.2,1,HodgIs00
122,Cade Otton,TAM,23,TE,16,11,65,42,64.6%,391,9.3,2,19,52.3,35,6.0,2.6,24.4,0,OttoCa00
123,D'Andre Swift,DET,23,RB,14,8,70,48,68.6%,389,8.1,3,17,38.6,25,5.6,3.4,27.8,1,SwifDA00
124,Darren Waller,LVR,30,TE,9,6,43,28,65.1%,388,13.9,3,18,46.5,34,9.0,3.1,43.1,0,WallDa01
125,Marquise Goodwin,SEA,32,WR,13,2,42,27,64.3%,387,14.3,4,18,54.8,38,9.2,2.1,29.8,0,GoodMa00
126,Ben Skowronek,LAR,25,WR,14,11,61,39,63.9%,376,9.6,0,16,49.2,32,6.2,2.8,26.9,0,SkowBe00
127,Isaiah Likely,BAL,22,TE,16,2,60,36,60.0%,373,10.4,3,18,35.0,34,6.2,2.3,23.3,0,LikeIs00
128,Tony Pollard*,DAL,25,RB,16,4,55,39,70.9%,371,9.5,3,18,47.3,68,6.7,2.4,23.2,0,PollTo00
129,Van Jefferson,LAR,26,WR,11,9,44,24,54.5%,369,15.4,3,20,50.0,39,8.4,2.2,33.5,0,JeffVa00
130,Mike Gesicki,MIA,27,TE,17,1,52,32,61.5%,362,11.3,5,19,48.1,32,7.0,1.9,21.3,0,GesiMi00
131,Nelson Agholor,NWE,29,WR,16,7,53,31,58.5%,362,11.7,2,12,37.7,44,6.8,1.9,22.6,2,AghoNe00
132,Kyle Pitts,ATL,22,TE,10,10,59,28,47.5%,356,12.7,2,20,42.4,33,6.0,2.8,35.6,0,PittKy00
133,Quez Watkins,PHI,24,WR,17,8,51,33,64.7%,354,10.7,3,13,37.3,53,6.9,1.9,20.8,1,WatkQu00
134,Antonio Gibson,WAS,24,RB,15,6,58,46,79.3%,353,7.7,2,18,46.6,26,6.1,3.1,23.5,1,GibsAn00
135,Will Dissly,SEA,26,TE,15,15,38,34,89.5%,349,10.3,3,20,73.7,38,9.2,2.3,23.3,0,DissWi00
136,Allen Robinson,LAR,29,WR,10,10,52,33,63.5%,339,10.3,3,23,53.8,29,6.5,3.3,33.9,0,RobiAl02
137,Saquon Barkley*,NYG,25,RB,16,16,76,57,75.0%,338,5.9,0,10,38.2,41,4.4,3.6,21.1,1,BarkSa00
138,Hunter Renfrow,LVR,27,WR,10,1,50,36,72.0%,330,9.2,2,18,52.0,27,6.6,3.6,33.0,3,RenfHu00
139,Sammy Watkins,2TM,29,,12,5,27,16,59.3%,325,20.3,0,11,59.3,55,12.0,1.3,27.1,1,WatkSa00
140,Logan Thomas,WAS,31,TE,14,13,61,39,63.9%,323,8.3,1,15,45.9,27,5.3,2.8,23.1,0,ThomLo00
141,Equanimeous St. Brown,CHI,26,WR,16,16,38,21,55.3%,323,15.4,1,14,44.7,56,8.5,1.3,20.2,1,St.BEq00
142,Colby Parkinson,SEA,23,TE,17,2,34,25,73.5%,322,12.9,2,14,61.8,39,9.5,1.5,18.9,0,ParkCo02
143,Travis Etienne,JAX,23,RB,17,12,45,35,77.8%,316,9.0,0,16,44.4,30,7.0,2.1,18.6,5,EtieTr00
144,David Montgomery,CHI,25,RB,16,16,40,34,85.0%,316,9.3,1,10,50.0,32,7.9,2.1,19.8,2,MontDa01
145,Justin Watson,KAN,26,WR,17,5,34,15,44.1%,315,21.0,2,12,44.1,67,9.3,0.9,18.5,0,WatsJu01
146,Jelani Woods,IND,24,TE,15,2,40,25,62.5%,312,12.5,3,16,45.0,36,7.8,1.7,20.8,1,WoodJe01
147,Kendall Hinton,DEN,25,WR,12,5,33,24,72.7%,311,13.0,0,14,54.5,35,9.4,2.0,25.9,0,HintKe00
148,Kylen Granson,IND,24,TE,13,4,40,31,77.5%,302,9.7,0,17,52.5,32,7.6,2.4,23.2,1,GranKy00
149,James Conner,ARI,27,RB,13,13,58,46,79.3%,300,6.5,1,13,44.8,22,5.2,3.5,23.1,3,ConnJa00
150,Noah Gray,KAN,23,TE,17,8,34,28,82.4%,299,10.7,1,14,64.7,27,8.8,1.6,17.6,0,GrayNo00
151,Julio Jones,TAM,33,WR,10,5,43,24,55.8%,299,12.5,2,13,41.9,48,7.0,2.4,29.9,0,JoneJu02
152,Tutu Atwell,LAR,23,WR,13,4,35,18,51.4%,298,16.6,1,11,40.0,62,8.5,1.4,22.9,0,AtweTu00
153,Mecole Hardman,KAN,24,WR,8,5,34,25,73.5%,297,11.9,4,14,61.8,36,8.7,3.1,37.1,1,HardMe00
154,Shi Smith,CAR,24,WR,17,6,41,22,53.7%,296,13.5,2,14,41.5,38,7.2,1.3,17.4,4,SmitSh03
155,Dalvin Cook*,MIN,27,RB,17,17,56,39,69.6%,295,7.6,2,16,41.1,64,5.3,2.3,17.4,4,CookDa01
156,Rachaad White,TAM,23,RB,17,8,58,50,86.2%,290,5.8,2,13,53.4,20,5.0,2.9,17.1,3,WhitRa01
157,Michael Carter,NYJ,23,RB,16,10,54,41,75.9%,288,7.0,0,12,46.3,37,5.3,2.6,18.0,2,CartMi03
158,Samaje Perine,CIN,27,RB,16,2,51,38,74.5%,287,7.6,4,11,41.2,32,5.6,2.4,17.9,0,PeriSa00
159,Rashod Bateman,BAL,23,WR,6,5,28,15,53.6%,285,19.0,2,7,42.9,75,10.2,2.5,47.5,1,BateRa00
160,Robbie Chosen,2TM,29,WR,16,7,44,20,45.5%,282,14.1,1,10,34.1,75,6.4,1.3,17.6,1,AndeRo04
161,Devin Singletary,BUF,25,RB,16,16,52,38,73.1%,280,7.4,1,15,53.8,22,5.4,2.4,17.5,3,SingDe00
162,Tre'Quan Smith,NOR,26,WR,15,6,27,19,70.4%,278,14.6,1,14,66.7,48,10.3,1.3,18.5,0,SmitTr03
163,Laviska Shenault Jr.,CAR,24,WR,13,4,32,27,84.4%,272,10.1,1,10,50.0,67,8.5,2.1,20.9,0,ShenLa00
164,Jarvis Landry,NOR,30,WR,9,3,39,25,64.1%,272,10.9,1,12,48.7,40,7.0,2.8,30.2,1,LandJa00
165,Daniel Bellinger,NYG,22,TE,12,11,35,30,85.7%,268,8.9,2,14,68.6,24,7.7,2.5,22.3,1,BellDa00
166,Damiere Byrd,ATL,29,WR,14,4,23,13,56.5%,268,20.6,2,9,47.8,75,11.7,0.9,19.1,0,ByrdDa00
167,Trey McBride,ARI,23,TE,16,13,39,29,74.4%,265,9.1,1,12,46.2,29,6.8,1.8,16.6,1,McBrTr01
168,Phillip Dorsett,HOU,29,WR,15,4,40,20,50.0%,257,12.9,1,11,42.5,34,6.4,1.3,17.1,0,DorsPh00
169,Skyy Moore,KAN,22,WR,16,3,33,22,66.7%,250,11.4,0,13,63.6,30,7.6,1.4,15.6,3,MoorSk01
170,Tyquan Thornton,NWE,22,WR,13,9,45,22,48.9%,247,11.2,2,13,40.0,29,5.5,1.7,19.0,0,ThorTy00
171,Jonnu Smith,NWE,27,TE,14,8,38,27,71.1%,245,9.1,0,9,47.4,53,6.4,1.9,17.5,1,SmitJo01
172,Dante Pettis,CHI,27,WR,17,7,41,19,46.3%,245,12.9,3,9,31.7,51,6.0,1.1,14.4,1,PettDa00
173,Ray-Ray McCloud,SFO,26,WR,17,2,25,14,56.0%,243,17.4,1,11,52.0,42,9.7,0.8,14.3,2,McClRa00
174,Nyheim Hines,2TM,26,RB,16,5,37,30,81.1%,241,8.0,1,11,56.8,22,6.5,1.9,15.1,2,HineNy00
175,Harrison Bryant,CLE,24,TE,17,9,42,31,73.8%,239,7.7,1,12,52.4,30,5.7,1.8,14.1,0,BryaHa00
176,Nick Chubb*,CLE,27,RB,17,17,37,27,73.0%,239,8.9,1,12,51.4,26,6.5,1.6,14.1,1,ChubNi00
177,A.J. Green,ARI,34,WR,15,10,47,24,51.1%,236,9.8,2,11,36.2,77,5.0,1.6,15.7,0,GreeA.00
178,C.J. Uzomah,NYJ,29,TE,15,13,27,21,77.8%,232,11.0,2,10,51.9,40,8.6,1.4,15.5,0,UzomC.00
179,Trenton Irwin,CIN,27,WR,9,2,23,15,65.2%,231,15.4,4,12,65.2,45,10.0,1.7,25.7,0,IrwiTr00
180,Najee Harris,PIT,24,RB,17,17,53,41,77.4%,229,5.6,3,16,49.1,19,4.3,2.4,13.5,3,HarrNa00
181,Wan'Dale Robinson,NYG,21,WR,6,3,31,23,74.2%,227,9.9,1,13,61.3,19,7.3,3.8,37.8,0,RobiWa01
182,Melvin Gordon,DEN,29,RB,10,6,32,25,78.1%,223,8.9,0,11,46.9,24,7.0,2.5,22.3,5,GordMe00
183,Breece Hall,NYJ,21,RB,7,2,31,19,61.3%,218,11.5,1,8,35.5,79,7.0,2.7,31.1,1,HallBr03
184,Brock Wright,DET,24,TE,17,10,24,18,75.0%,216,12.0,4,13,62.5,51,9.0,1.1,12.7,0,WrigBr01
185,Jaylen Warren,PIT,24,RB,16,0,33,28,84.8%,214,7.6,0,14,51.5,26,6.5,1.8,13.4,1,WarrJa01
186,David Bell,CLE,22,WR,16,3,35,24,68.6%,214,8.9,0,7,40.0,20,6.1,1.5,13.4,0,BellDa02
187,Ameer Abdullah,LVR,29,RB,17,0,32,25,78.1%,211,8.4,1,8,34.4,23,6.6,1.5,12.4,0,AbduAm00
188,Kareem Hunt,CLE,27,RB,17,0,44,35,79.5%,210,6.0,1,11,38.6,24,4.8,2.1,12.4,1,HuntKa00
189,Deon Jackson,IND,23,RB,16,2,34,30,88.2%,209,7.0,1,10,47.1,27,6.1,1.9,13.1,1,JackDe02
190,Adam Trautman,NOR,25,TE,15,12,22,18,81.8%,207,11.5,1,9,59.1,22,9.4,1.2,13.8,0,TrauAd00
191,Ashton Dulin,IND,25,WR,12,2,22,15,68.2%,207,13.8,1,12,63.6,39,9.4,1.3,17.3,0,DuliAs00
192,AJ Dillon,GNB,24,RB,17,3,43,28,65.1%,206,7.4,0,9,39.5,17,4.8,1.6,12.1,1,DillAJ00
193,Rex Burkhead,HOU,32,RB,16,0,51,37,72.5%,204,5.5,1,8,29.4,17,4.0,2.3,12.8,0,BurkRe00
194,Amari Rodgers,2TM,23,,16,1,25,16,64.0%,204,12.8,1,12,48.0,37,8.2,1.0,12.8,6,RodgAm00
195,Raheem Mostert,MIA,30,RB,16,14,42,31,73.8%,202,6.5,2,11,47.6,25,4.8,1.9,12.6,1,MostRa00
196,KhaDarel Hodge,ATL,27,WR,17,1,20,13,65.0%,202,15.5,1,7,55.0,39,10.1,0.8,11.9,0,HodgKh00
197,Kyle Juszczyk*,SFO,31,FB,16,12,23,19,82.6%,200,10.5,1,9,56.5,35,8.7,1.2,12.5,0,JuszKy00
198,Ian Thomas,CAR,26,TE,17,17,30,21,70.0%,197,9.4,0,8,53.3,50,6.6,1.2,11.6,0,ThomIa00
